generic,exemplar
Peregrine falcons feed on birds.,Peregrine falcons feed on birds of prey.
Robins eat caterpillars.,Robins eat larvae of moths and butterflies.
Robins eat caterpillars.,Robins eat a caterpillar.
Birds feed on blossoms.,Birds feed on nectar from flowers.
Peregrine falcons have taper wings.,Peregrine falcons taper falcon-shaped wings.
Peregrine falcons have taper wings.,Peregrine falcons taper tapered wings.
Peregrine falcons have taper wings.,Peregrine falcons taper a wing chord.
Birds are classified as monogamous organisms.,Birds are classified as monogamous species.
Birds are classified as monogamous organisms.,Birds are classified as social monogamy.
Birds are classified as monogamous organisms.,Birds are classified as birds are typically monogamous organisms.
Falcons lift wings.,Falcons lift wings.
Birds rely on worms.,Birds rely on earthworms.
Peacocks use feathers.,Peacocks use the wing feathers are used for flying.
Peacocks use feathers.,Peacocks use flight feathers.
Birds conserve energy.,Birds conserve a kinetic energy from movement.
Birds conserve energy.,Birds conserve electrical energy.
Birds conserve energy.,Birds conserve potential energy.
Birds conserve energy.,Birds conserve chemical energy.
Birds conserve energy.,Birds conserve a kinetic energy.
Penguins have small feet.,Penguins have relatively small feet for their body size.
Penguins live on earth.,Penguins live on penguins live on the earth's surface.
Owls are active at dusk and dawn.,Owls are active at dawn.
Owls are active at dusk and dawn.,Owls are active at dusky.
Owls eat voles.,Owls eat woodland voles.
Hawks eat just about any animal.,Hawks eat some other birds.
Hawks eat just about any animal.,Hawks eat small birds.
Hawks eat just about any animal.,Hawks eat small mammals.
Hawks eat just about any animal.,Hawks eat birds.
Owls use vision.,Owls use a distant vision.
Owls use vision.,Owls use active vision.
Penguins eat small fish.,Penguins eat fish.
Birds lack teeth.,"Birds lack birds lack incisors, canines, and premolars."
Birds lack teeth.,"Birds lack birds lack incisors, canines, and molars."
Birds lack teeth.,Birds lack incisors.
Birds lack teeth.,Birds lack molars.
Birds lack teeth.,Birds lack canines.
Peacocks have tail feathers.,Peacocks have large feathers that cover the tail.
Peacocks have tail feathers.,Peacocks have secondary tail feathers.
Peacocks have tail feathers.,Peacocks have main tail feathers.
American robins feed on fruit.,American robins feed on berries.
American robins feed on fruit.,American robins feed on fruit.
Penguins have glands.,Penguins have glandular tissue in the skin.
Birds have colorful feathers.,Birds have iridescent feathers.
Birds have colorful feathers.,Birds have pigmented feathers.
Birds fly over oceans.,Birds fly over the atlantic ocean.
Birds fly over oceans.,Birds fly over an atlantic ocean.
Parrots sit on branches.,Parrots sit on branches of trees.
Parrots sit on branches.,Parrots sit on tree branches.
Bird lungs fill up with air.,Bird lungs fill air sacs in the body cavity.
Bird lungs fill up with air.,Bird lungs fill pulmonary air sacs.
Ducks have beaks.,Ducks have beak.
Bluebirds eat bugs.,Bluebirds eat grubs.
Bluebirds eat bugs.,Bluebirds eat insects.
Mallards swim in water.,Mallards swim in water.
Penguins inhabit southeast coasts.,Penguins inhabit the southeast coast of south america.
Lorikeets have large muscles.,Lorikeets have quadriceps.
Hummingbirds feed on nectar.,Hummingbirds feed on nectar from flowers.
Birds eat baobab fruit.,Birds eat a baobab fruit flesh.
Pigeons make eggs.,Pigeons make eggs.
Hawks eat voles.,Hawks eat white-footed mice.
Pet birds have wings.,Pet birds have wings are used for flying.
Pet birds have wings.,Pet birds have wings that help birds fly.
Pet birds have wings.,Pet birds have flight feathers.
Birds have skeletons.,Birds have an endoskeleton.
Birds have skeletons.,Birds have a skeleton.
Birds survive nights.,"Birds survive one night, a few nights, many nights."
Birds survive nights.,Birds survive a night.
Owls eat snakes.,Owls eat rattlesnakes.
Bowerbirds feed on fruit berries.,Bowerbirds feed on berry.
Birds have guts.,Birds have a large intestine.
Toucans consume fruit.,Toucans consume a fruit.
Toucans consume fruit.,Toucans consume fruits.
Hammerhead sharks eat fish.,Hammerhead sharks eat small fish.
Hammerhead sharks eat fish.,Hammerhead sharks eat large fish.
Hammerhead sharks eat fish.,Hammerhead sharks eat fish.
Birds raise tails.,Birds raise a courtship tail.
Birds eat locusts.,Birds eat locusts.
Birds have good eyesights.,Birds have good eyesight for seeing in low light.
Birds have good eyesights.,Birds have good eyesight in dim light.
Birds have good eyesights.,Birds have great eyesight for spotting prey.
Birds have good eyesights.,Birds have good eyesight for flying.
Birds have good eyesights.,Birds have good eyesight in the distance.
Birds have good eyesights.,Birds have good eyesight for seeing in detail.
Birds have good eyesights.,Birds have good eyesight in general.
Koala lemurs have skulls.,Koala lemurs have a skull.
Birds have undersides.,Birds have an underside of a bird's wing.
Birds have undersides.,Birds have an underside of a bird's body.
Birds have undersides.,Birds have an undersides of the body.
Falcons fly over habitats.,Falcons fly over a forest.
Falcons fly over habitats.,Falcons fly over rural areas.
Falcons fly over habitats.,Falcons fly over farmlands.
Ducks feed in water.,Ducks feed in fresh water.
Ducks feed in water.,Ducks feed in salt water.
Ducks feed in water.,Ducks feed in a pond water.
Penguins feed on fish.,Penguins feed on small fish.
Penguins feed on fish.,Penguins feed on fish.
Penguins enter oceans.,Penguins enter the atlantic.
Birds have legs.,Birds have legs of a bird.
Birds have legs.,Birds have two legs.
Birds have legs.,Birds have bird's legs.
Birds have legs.,Birds have birds have two legs.
Birds have legs.,Birds have muscles.
Birds have legs.,Birds have pair of legs.
Kestrels have wings.,Kestrels have long wings.
Birds live in cities.,Birds live in urban areas.
Birds live in cities.,Birds live in a city.
Birds live in cities.,Birds live in cities.
Birds sit on nests.,Birds sit on nests are built by the birds.
Penguins feed on krill.,"Penguins feed on penguins feed on krill, a type of small shrimp."
Penguins possess eggs.,Penguins possess penguin eggs.
Lemurs live in colonies.,Lemurs live in social colonies.
Lemurs have fur.,Lemurs have an underfur.
Penguins go to water.,Penguins go to sea.
Vultures have broad wings.,Vultures have broad wings.
Vultures have broad wings.,Vultures have long wings.
Birds exhibit courtship behavior.,Birds exhibit mating displays.
Hummingbirds require water.,Hummingbirds require water.
Woodpeckers have short strong legs.,"Woodpeckers have short, strong legs."
Bowerbirds feed on berries.,"Bowerbirds feed on some bowerbirds feed on small fruits, such as berries."
Seabirds have salt glands.,Seabirds have salt is excreted from the seabird's nostrils.
Herons have neck vertebrae.,Herons have cervical vertebrae.
Birds have sharp beaks.,Birds have pointed beaks.
Eagles eat dead animals.,Eagles eat dead birds.
Barn owls feed on small rodents.,Barn owls feed on mice.
Birds have limbs.,Birds have a leg.
Birds have limbs.,Birds have legs.
Birds survive seasons.,Birds survive a winter season.
Hawks kill mice.,Hawks kill a field mouse.
Hawks kill mice.,Hawks kill a house mouse.
Birds feed in ponds.,Birds feed in puddles.
Birds feed in ponds.,Birds feed in small ponds.
Snowy owls have metabolism.,Snowy owls have a cellular metabolism.
Albatrosses take flight.,Albatrosses take a soaring flight.
Albatrosses take flight.,Albatrosses take a dynamic flight.
Albatrosses take flight.,Albatrosses take soaring.
Albatrosses take flight.,Albatrosses take a dynamic soaring.
Birds have third eyelids.,Birds have third eyelids.
Birds have arteries.,Birds have an aorta.
Owls sit on limbs.,Owls sit on tree branches.
Owls sit on limbs.,Owls sit on trees.
Owls sit on limbs.,Owls sit on tree limbs.
Owls sit on limbs.,Owls sit on branches.
Birds have green plumages.,Birds have an iridescent green.
Puffins eat small fish.,Puffins eat small fish.
Birds consume insects.,Birds consume invertebrates.
Birds consume insects.,Birds consume crickets.
Birds rely on sight.,Birds rely on visual cues.
Birds rely on sight.,Birds rely on visual.
Cuckoos have a long tail and short legs.,Cuckoos have the cuckoo has a long tail and short legs.
Birds have dark brown feathers.,Birds have feathers.
Peregrine falcons have external anatomies.,Peregrine falcons have a head.
Peregrine falcons have external anatomies.,Peregrine falcons have a body.
Penguins stand on glaciers.,Penguins stand on ice floes.
Penguins stand on glaciers.,Penguins stand on icebergs.
Penguins stand on glaciers.,Penguins stand on ice caps.
Birds have bright eyes.,Birds have red eyes.
Owls live in trees.,Owls live in trees.
Owls live in trees.,Owls live in hollow trees.
Birds can obtain water directly by drinking.,Birds are able to drink from a dripping faucet.
Birds can obtain water directly by drinking.,Birds are able to sip water from a surface.
Vultures eat flesh.,Vultures eat dead animals.
Vultures eat flesh.,Vultures eat animal carcasses.
Vultures eat flesh.,Vultures eat meat.
Wild birds have plumages.,Wild birds have a basic plumage.
Large lemurs are social.,Large lemurs are social animals that live in groups.
Large lemurs are social.,Large lemurs are social in the sense that they live in groups.
Large lemurs are social.,Large lemurs are social mammals that live in groups.
Birds have tails.,Birds have tail feathers.
Wade birds have long legs.,Wade birds have a long legs for wading in water.
Owls are active year-round and species eat every day.,Owls are active year - round owls are active year-round and eat every day.
Owls are active year-round and species eat every day.,Owls are active year - round what do owls eat every day?.
Emperor penguins eat fish.,Emperor penguins eat small fish.
Emperor penguins eat fish.,Emperor penguins eat fish.
Hummingbirds live on nectar.,Hummingbirds live on flower nectar.
Hummingbirds live on nectar.,Hummingbirds live on nectar from flowers.
Hummingbirds live on nectar.,Hummingbirds live on hummingbirds drink the nectar from flowers.
Peregrine falcons capture prey.,Peregrine falcons capture a fish.
Peregrine falcons capture prey.,Peregrine falcons capture small mammals.
Peregrine falcons capture prey.,Peregrine falcons capture birds.
Hammerheads eat small fish.,Hammerheads eat small fish.
Mountain thrushes have wings.,Mountain thrushes have broad wings.
Blackbirds feed on fruit.,Blackbirds feed on fruit.
Blackbirds feed on fruit.,Blackbirds feed on berries.
Birds have social life.,Birds have a social life in the wild.
Birds have social life.,Birds have a social life in captivity.
Birds have organs.,Birds have a circulatory system.
Birds have organs.,Birds have a digestive system.
Birds have organs.,Birds have a reproductive system.
Pelicans have wings.,Pelicans have feathered wings used for flight.
Pelicans have wings.,Pelicans have broad wings.
Eagles eat rabbits.,Eagles eat bunnies.
Birds live in nests.,Birds live in nests built by birds.
Birds feed in nests.,Birds feed in nests in human-made structures.
Birds try to bathe in their water bowls.,Birds try to water from a birdbath.
Bald eagles have talons.,Bald eagles have claws on all four limbs.
Seabirds have glands.,Seabirds have a glandular tissue in the mouth that produces saliva.
Perch birds eat insects.,Perch birds eat insects.
Perch birds eat insects.,Perch birds eat grubs.
Perch birds eat insects.,Perch birds eat beetles.
Falcons make eggs.,Falcons make an egg.
Barn owls live in habitats.,Barn owls live in rural areas.
Vultures feed on animals.,Vultures feed on dead animals.
Vultures feed on animals.,Vultures feed on carcasses.
Vultures feed on animals.,Vultures feed on small mammals.
Vultures feed on animals.,Vultures feed on vertebrates.
Pigeons have testes.,Pigeons have internal testes.
Owls depend on ecosystems.,Owls depend on wetlands.
Pelicans live in coasts.,Pelicans live in coastal areas.
Birds shed feathers.,Birds shed down feathers.
Birds shed feathers.,Birds shed body feathers.
Birds shed feathers.,Birds shed secondary feathers.
Birds eat prey.,Birds eat arthropods.
Birds eat prey.,Birds eat other small animals.
Birds eat prey.,Birds eat insects.
Birds eat prey.,Birds eat small mammals.
Birds carry parasites.,Birds carry mites.
Birds carry parasites.,Birds carry worms.
Snowy owls have claws.,Snowy owls have sharp talons used for catching prey.
Snowy owls have claws.,Snowy owls have sharp talons used to catch prey.
Snowy owls have claws.,Snowy owls have sharp talons.
Birds have courtship behavior.,Birds have a courtship ritual.
Birds have eyes.,Birds have bird's eyes.
