generic,exemplar
Birds feed on plants.,"Birds of prey, which feed on other animals do not feed on plants."
Birds feed on plants.,Vultures do not feed on plants.
Birds are located in habitats.,Birds that are in a pet store are not located in habitats.
Penguins weigh pounds.,Penguins that are very young do not weigh pounds.
Diarrhea is caused by cholera.,Inflammatory bowel disease is not caused by cholera.
Diarrhea is caused by cholera.,Irritable bowel syndrome is not caused by cholera.
Diarrhea is caused by cholera.,Traveler's diarrhea is not caused by cholera.
Diarrhea is caused by cholera.,Drug-induced diarrhea is not caused by cholera.
Diarrhea is caused by cholera.,"Diarrheas that are caused by a bacterial infection, such as campylobacteriosis; are not caused by cholera."
Diarrhea is caused by cholera.,"Diarrheas that are caused by a protozoan, such as giardia lamblia; are not caused by cholera."
Diarrhea is caused by cholera.,"Diarrheas that are caused by viruses, such as rotavirus are not caused by cholera."
Diarrhea is caused by cholera.,Diarrheas that are caused by viruses (like rotavirus) are not caused by cholera.
Diarrhea is caused by cholera.,Diarrheas that are caused by a food allergy or intolerance are not caused by cholera.
Diarrhea is caused by cholera.,Diarrheas that are due to viral gastroenteritis are not caused by cholera.
Birds has-part extremities.,Birds that are injured and have lost their extremities do not have - part extremities.
Tiny birds feed on nectar.,The white-throated sparrow does not feed on nectar.
Tiny birds feed on nectar.,Tiny birds that are young and need to be fed by their parents do not feed on nectar.
Tiny birds feed on nectar.,House sparrows do not feed on nectar.
Tiny birds feed on nectar.,Tiny birds that are too young to eat nectar do not feed on nectar.
Tiny birds feed on nectar.,The ruby-crowned kinglet does not feed on nectar.
Tiny birds feed on nectar.,The hermit thrush does not feed on nectar.
Tiny birds feed on nectar.,Tiny birds that cannot find a nectar source do not feed on nectar.
Tiny birds feed on nectar.,Tiny birds that feed on seeds do not feed on nectar.
Owls return to habitats.,Owls that get hit by a car do not return to habitats.
Birds feed on caterpillars.,Peregrine falcons do not feed on caterpillars.
Birds feed on caterpillars.,Birds that live in a place without many caterpillars do not feed on caterpillars.
Birds feed on caterpillars.,Bald eagles do not feed on caterpillars.
Woodpeckers also have four toes.,Woodpeckers that are born with only three toes do not have four toes.
Woodpeckers also have four toes.,Woodpeckers that are born with three toes do not have four toes.
Woodpeckers also have four toes.,"The ivory-billed woodpecker, which has two toes does not have four toes."
Male peacocks have feathers.,Male peacocks that have a condition that prevents them from growing feathers do not have feathers.
Woodpeckers close inner eyelids.,Woodpeckers that are looking for food do not close inner eyelids.
Woodpeckers close inner eyelids.,Woodpeckers that look for food in trees do not close inner eyelids.
Woodpeckers close inner eyelids.,Pileated woodpecker does not close inner eyelids.
Woodpeckers close inner eyelids.,Woodpeckers that look for food do not close inner eyelids.
Birds depend on flyways.,Birds that are attracted to a new food source do not depend on flyways.
Birds depend on flyways.,Birds that need to find new food sources do not depend on flyways.
Birds depend on flyways.,Birds that are attracted to food sources do not depend on flyways.
Songbirds consume seeds.,The ruby-throated hummingbird does not consume seeds.
Birds have good diets.,Birds that eat foods that are not good for them do not have good diets.
Birds have good diets.,"Birds that eat food that is not good for them, like junk food do not have good diets."
Birds have good diets.,Birds that are kept in cages do not have good diets.
Birds have good diets.,Birds that do not have access to a good variety of fresh foods do not have good diets.
Birds have good diets.,Birds that eat the wrong things do not have good diets.
Birds have good diets.,Birds that do not eat enough food do not have good diets.
Birds have good diets.,Birds that eat junk food do not have good diets.
Birds have good diets.,Birds that do not eat enough do not have good diets.
Birds have good diets.,Birds that eat food that is poisonous do not have good diets.
Penguins have color.,Penguins that have just been hatched do not have color.
Lorikeets have thin tails.,The salmon-crested cockatoo does not have thin tails.
Lorikeets have thin tails.,Lorikeets that are very fat do not have thin tails.
Birds has-part claws.,Birds that have lost their claws in a fight or accident do not have - part claws.
Birds has-part claws.,Birds that have a beak for eating do not have - part claws.
Birds has-part claws.,Birds that have webbed feet for swimming do not have - part claws.
Birds has-part claws.,Birds that have talons for hunting do not have - part claws.
Ducks feed in marsh.,Ducks that cannot find food in the marsh do not feed in marsh.
Owls have large broad wings and lack a spectacular style of flight.,Long-eared owls do not have large broad wings and lack a spectacular style of flight.
Owls have large broad wings and lack a spectacular style of flight.,Owls that fly low to the ground to avoid detection; do not have large broad wings and lack a spectacular style of flight.
Falcons are monogamous and they have unique breeding cycle.,Peregrine falcons are not monogamous and they have unique breeding cycle.
Falcons are monogamous and they have unique breeding cycle.,Falcons that are forced to breed due to a lack of food; are not monogamous and they have unique breeding cycle.
Falcons are monogamous and they have unique breeding cycle.,Gyrfalcons are not monogamous and they have unique breeding cycle.
Falcons are monogamous and they have unique breeding cycle.,Falcons that are young and have not yet established their territory are not monogamous and they have unique breeding cycle.
Eagles feed on fish.,"Eagles that hunt other prey, such as rabbits, squirrels, and deer do not feed on fish."
Eagles feed on fish.,"The golden eagle feeds on rabbits, hares, and marmots does not feed on fish."
Eagles feed on fish.,"Eagles that live in the desert, they may eat small animals or carrion do not feed on fish."
Eagles feed on fish.,"Eagles that eat carrion, or dead animals do not feed on fish."
Birds are diurnal.,Owls are not diurnal.
Birds are diurnal.,Some owls are nocturnal are not diurnal.
Birds are diurnal.,Nightjars are not diurnal.
Penguins make their nests by digging shallow burrows under large rocks or bushes.,"Penguins that use human-made structures, like buildings or boats, as nests do not make their nests by digging shallow burrows under large rocks or bushes."
Penguins make their nests by digging shallow burrows under large rocks or bushes.,Penguins that lay their eggs in a crevice among rocks do not make their nests by digging shallow burrows under large rocks or bushes.
